1, en, 1, 1, nu6/NU6_List1_Word1_Death.wav, Death
1, en, 1, 2, nu6/NU6_List1_Word2_Knock.wav, Knock
1, en, 1, 3, nu6/NU6_List1_Word3_Laud.wav, Laud
1, en, 1, 4, nu6/NU6_List1_Word4_Puff.wav, Puff
1, en, 1, 5, nu6/NU6_List1_Word5_Keen.wav, Keen
1, en, 1, 6, nu6/NU6_List1_Word6_Burn.wav, Burn
1, en, 1, 7, nu6/NU6_List1_Word7_Take.wav, Take
1, en, 1, 8, nu6/NU6_List1_Word8_Third.wav, Third
1, en, 1, 9, nu6/NU6_List1_Word9_Met.wav, Met
1, en, 1, 10, nu6/NU6_List1_Word10_Cool.wav, Cool
1, en, 1, 11, nu6/NU6_List1_Word11_Kite.wav, Kite
1, en, 1, 12, nu6/NU6_List1_Word12_Hurl.wav, Hurl
1, en, 1, 13, nu6/NU6_List1_Word13_Jar.wav, Jar
1, en, 1, 14, nu6/NU6_List1_Word14_Fat.wav, Fat
1, en, 1, 15, nu6/NU6_List1_Word15_Sell.wav, Sell
1, en, 1, 16, nu6/NU6_List1_Word16_Tip.wav, Tip
1, en, 1, 17, nu6/NU6_List1_Word17_Lot.wav, Lot
1, en, 1, 18, nu6/NU6_List1_Word18_Chalk.wav, Chalk
1, en, 1, 19, nu6/NU6_List1_Word19_Weak.wav, Weak
1, en, 1, 20, nu6/NU6_List1_Word20_Which.wav, Which
1, en, 1, 21, nu6/NU6_List1_Word21_Page.wav, Page
1, en, 1, 22, nu6/NU6_List1_Word22_Gap.wav, Gap
1, en, 1, 23, nu6/NU6_List1_Word23_Sub.wav, Sub
1, en, 1, 24, nu6/NU6_List1_Word24_Dime.wav, Dime
1, en, 1, 25, nu6/NU6_List1_Word25_Hash.wav, Hash
1, en, 1, 26, nu6/NU6_List1_Word26_Nag.wav, Nag
1, en, 1, 27, nu6/NU6_List1_Word27_Mode.wav, Mode
1, en, 1, 28, nu6/NU6_List1_Word28_Tough.wav, Tough
1, en, 1, 29, nu6/NU6_List1_Word29_Shout.wav, Shout
1, en, 1, 30, nu6/NU6_List1_Word30_Raise.wav, Raise
1, en, 1, 31, nu6/NU6_List1_Word31_Yes.wav, Yes
1, en, 1, 32, nu6/NU6_List1_Word32_Size.wav, Size
1, en, 1, 33, nu6/NU6_List1_Word33_Whip.wav, Whip
1, en, 1, 34, nu6/NU6_List1_Word34_King.wav, King
1, en, 1, 35, nu6/NU6_List1_Word35_Fall.wav, Fall
1, en, 1, 36, nu6/NU6_List1_Word36_Choice.wav, Choice
